"date","Hospital_Intake_Proven","Hospital_Intake_Suspected","IC_Intake_Proven","IC_Intake_Suspected","IC_Current","ICs_Used","Hospital_Currently","Hospital_Intake","IC_Intake","Hosp_Intake_Suspec_Cumul","IC_Intake_Suspected_Cumul","IC_Intake_Proven_Cumsum"
2023-02-26,92,1,8,0,37,29,1097,93,8,84,6,263
2023-02-27,166,3,15,0,48,32,1222,169,15,87,6,278
2023-02-28,142,1,12,0,58,34,1259,143,12,88,6,290
2023-03-01,138,2,15,1,57,34,1251,140,16,90,7,305
2023-03-02,144,2,8,0,58,37,1270,146,8,92,7,313
2023-03-03,149,4,10,0,59,34,1283,153,10,96,7,323
2023-03-04,108,0,2,0,52,29,1254,108,2,96,7,325
2023-03-05,98,1,9,0,54,29,1279,99,9,97,7,334
2023-03-06,190,4,12,0,62,33,1423,194,12,101,7,346
2023-03-07,165,3,16,0,73,37,1420,168,16,104,7,362
2023-03-08,141,1,3,0,61,33,1406,142,3,105,7,365
2023-03-09,135,1,6,1,57,33,1369,136,7,106,8,371
2023-03-10,145,2,14,0,60,36,1370,147,14,108,8,385
2023-03-11,100,0,8,0,60,39,1299,100,8,108,8,393
2023-03-12,107,0,10,0,61,40,1342,107,10,108,8,403
2023-03-13,172,0,10,0,64,41,1458,172,10,108,8,413
2023-03-14,149,0,6,0,64,40,1438,149,6,108,8,419
2023-03-15,142,2,4,0,59,36,1428,144,4,110,8,423
2023-03-16,135,1,11,1,66,35,1396,136,12,111,9,434
2023-03-17,128,4,4,0,57,32,1374,132,4,115,9,438
2023-03-18,94,0,5,0,50,32,1313,94,5,115,9,443
2023-03-19,107,2,7,0,50,32,1352,109,7,117,9,450
2023-03-20,145,1,14,1,59,35,1434,146,15,118,10,464
2023-03-21,114,1,11,0,65,39,1385,115,11,119,10,475
2023-03-22,113,4,5,0,59,37,1359,117,5,123,10,480
2023-03-23,121,2,8,0,58,37,1312,123,8,125,10,488
2023-03-24,103,0,4,1,53,33,1261,103,5,125,11,492
2023-03-25,85,0,5,0,48,32,1198,85,5,125,11,497
2023-03-26,82,0,4,0,44,31,1215,82,4,125,11,501
2023-03-27,104,3,6,1,51,34,1280,107,7,128,12,507
2023-03-28,97,0,14,0,60,38,1227,97,14,128,12,521
2023-03-29,93,2,2,0,55,35,1187,95,2,130,12,523
2023-03-30,89,1,6,0,52,34,1156,90,6,131,12,529
2023-03-31,95,2,5,0,51,36,1135,97,5,133,12,534
2023-04-01,60,0,3,0,49,34,1062,60,3,133,12,537
2023-04-02,52,0,5,0,50,35,1066,52,5,133,12,542
2023-04-03,78,1,7,0,53,35,1110,79,7,134,12,549
2023-04-04,64,2,2,0,45,30,1062,66,2,136,12,551
2023-04-05,70,1,2,0,39,27,1034,71,2,137,12,553
2023-04-06,72,2,8,0,43,30,1009,74,8,139,12,561
2023-04-07,68,1,4,0,41,26,1002,69,4,140,12,565
2023-04-08,55,1,2,0,41,27,938,56,2,141,12,567
2023-04-09,52,0,4,0,40,26,926,52,4,141,12,571
2023-04-10,51,2,5,0,41,28,936,53,5,143,12,576
2023-04-11,86,2,2,0,39,27,985,88,2,145,12,578
2023-04-12,69,1,2,0,39,26,968,70,2,146,12,580
2023-04-13,46,1,2,0,38,25,925,47,2,147,12,582
2023-04-14,48,2,4,0,37,27,874,50,4,149,12,586
2023-04-15,40,0,1,0,36,27,824,40,1,149,12,587
2023-04-16,28,0,3,0,36,26,814,28,3,149,12,590
2023-04-17,54,1,5,0,37,24,852,55,5,150,12,595
2023-04-18,56,1,1,0,36,23,838,57,1,151,12,596
2023-04-19,52,0,1,0,31,22,811,52,1,151,12,597
2023-04-20,44,0,0,0,31,22,801,44,0,151,12,597
2023-04-21,41,2,3,0,30,22,770,43,3,153,12,600
2023-04-22,41,0,0,0,29,22,742,41,0,153,12,600
2023-04-23,33,0,5,0,33,25,743,33,5,153,12,605
2023-04-24,36,3,2,0,34,26,766,39,2,156,12,607
2023-04-25,13,1,3,0,35,24,729,14,3,157,12,610
2023-04-26,2,0,0,0,34,23,698,2,0,157,12,610
